"","alpha","beta_day","beta_dairy","beta_winter","beta_day_winter","beta_dairy_winter","phi_alpha","phi_dairy","phi_winter","phi_dairy_winter","sigma_region","sigma_square","b_region.1","b_region.2","b_region.3","b_square.1.1","b_square.2.1","b_square.3.1","b_square.1.2","b_square.2.2","b_square.3.2","b_square.1.3","b_square.2.3","b_square.3.3","b_square.1.4","b_square.2.4","b_square.3.4","b_square.1.5","b_square.2.5","b_square.3.5","b_square.1.6","b_square.2.6","b_square.3.6","b_square.1.7","b_square.2.7","b_square.3.7","b_square.1.8","b_square.2.8","b_square.3.8","b_square.1.9","b_square.2.9","b_square.3.9","b_square.1.10","b_square.2.10","b_square.3.10"
"1",-1.18624585775028,0.0034888346513123,0.00248237522734443,0.703471232488539,0.00051570726782585,0.500738412495211,3.21625643640675,-1.25238577034059,-1.84252560310032,0.694426123950917,1.3693666065051,0.160483457806868,-0.414258701937472,-0.355296250964111,-0.617834095083999,-0.273097276653699,0.121926089528853,0.0802218598202442,-0.0462309531045103,-0.0647180377335828,0.23526133148803,0.013248593403529,-0.107178667429167,-0.185351827840362,0.137614837448373,-0.309822688809968,0.0631055834283575,-0.108379113320166,-0.204158639834292,-0.00966660880719945,0.02785216400098,0.120400467717619,0.0075356281464541,-0.000691478511035411,0.0010727131163722,-0.0618520267709952,-0.0662741901291147,0.205889561233445,-0.077632336012928,-0.32720572899278,0.00817019485096491,0.208869035896785,-0.162488304076636,-0.258674669088117,0.0793354009587569
"2",-0.488816486992815,0.000656246961599709,0.100921335298426,0.870623775499447,-0.000487887425132176,0.212604434824724,3.24687145026909,-1.38726554008014,-1.97235911700933,1.11201577600316,0.87387023055244,0.15328147769152,-0.486922836483874,-0.310849358124536,-0.562449189671897,-0.255363227656823,-0.102959679456277,0.145346331291732,-0.237733980827365,0.13245984736572,0.0750819997452328,0.153977974221317,-0.0455613881508406,-0.0902836585924722,0.294770053635116,-0.240678688457833,-0.151666121026282,-0.0348431079744828,-0.316422124694046,-0.0947166933264721,0.157389266574126,0.0495688248214259,0.0785297647527513,0.110700822606629,-0.0680749216921199,-0.0402362874257565,-0.37591753102721,0.275777453769603,-0.132177853707673,-0.382914538672179,-0.0366839692732424,-0.02493034193997,0.0104995343498568,-0.327341730787547,0.262607405087901
"3",-0.593652433369634,0.00268883496346651,0.0645576322733715,1.13876601044755,-0.00668157456177292,0.303340519416185,3.50216002313441,-1.03660258980948,-2.455749872245,1.00161500747794,0.124317998406719,0.127173886172682,-0.609860346742682,-0.494381958090858,-0.669442735887719,-0.0191173345276664,-0.0119025974811431,0.0942519097577409,0.184466758408476,0.00997939978960747,0.0886946046841335,-0.0873725243825637,-0.0586992374703154,-0.0337025101097575,0.080082085385446,-0.0714469984085652,0.0311479483808897,-0.0218212230433697,0.0684233777417078,-0.124419468015244,0.112653265729509,-0.0264714809113356,0.00291820961902276,0.292167935374946,-0.022358543273538,0.0958869404576474,0.134447056169667,0.0480356750951741,0.00303417677580363,-0.175696935937616,-0.00804913065022092,0.0246456906853317,-0.0671638783446332,-0.0443584741576094,-0.113422508068536
"4",-0.423402559140135,0.00204338046290592,0.000615167557208494,0.766798893103618,-0.00127662604335183,0.637470075185782,3.18278196765036,-0.575623092696497,-2.1578725156098,0.54965868643257,0.163017017599895,0.0699030612318221,-0.495392359413524,-0.331232691065309,-0.636842494896421,0.0233621692786146,-0.0726840760813336,0.00986224837777853,-0.0513687023882882,0.0495136320632672,0.0390763713660039,0.0984025124799012,-0.0989540178437285,0.0696027912559656,0.0629669870600144,-0.0640724549997797,-0.00893778539514164,-0.0534341378882555,0.041930488867932,-0.194778951735256,0.0794141595925874,0.0474570154402871,-0.127846184513324,0.0962093163567914,0.0818131186200957,0.113853126618929,0.0306412370612917,0.0416663560331513,-0.0737855616361546,-0.106734565187143,0.0542598044336879,0.00616623404029032,-0.000490702795698847,-0.101077757276703,0.0477224274132568
"5",-0.552585420727164,0.00295118631604835,0.0672669892704009,0.889282326931824,-0.00482636698985427,0.350255337345151,2.88205147598468,-0.289952612239978,-1.75103304817262,0.19595221692722,0.193977546971427,0.0812871691541057,-0.493555301622274,-0.378683414875465,-0.603201419722263,-0.0972917833188382,0.0311104109236585,0.0354294421096112,-0.0166167484130841,0.109248284282762,-0.00194920879706791,-0.10836412092851,0.122948416757442,0.015659227793178,0.168941421367729,-0.000403072166541515,-0.096977419933393,0.0694061695112803,-0.0603071993087733,-0.0456682530016947,0.0272887706807093,0.25171565840134,-0.0754699864594394,-0.0630051149191368,0.0753106468905881,-0.0798464557400275,0.00866477780435256,0.0144815121337556,-0.13416411813065,-0.170731874009896,0.0704576974168209,0.0104575252837599,-0.0593837339557056,-0.125754793098235,0.0319256690178815
"6",-0.564734329784005,0.00587811615293493,0.0549421396288833,0.716238917227487,-0.000505290897831348,0.492885780586027,3.29902880042239,-1.0389424837387,-2.33441487322854,0.770214380058791,0.139696441003168,0.166734001417025,-0.632123218156542,-0.527200751156262,-0.719178378416058,-0.286671681209103,0.0363156941057095,0.00113218360687125,0.0264095247402844,-0.102035352301821,0.370290270105597,0.178267414531712,0.265041234789943,-0.0780103603564993,0.151760452338962,-0.174404515478287,-0.127262153089932,-0.284492977966511,0.0594735669963693,-0.201833271190565,0.317657746023663,0.120922333507707,0.126200624235779,0.167068772661732,0.1064285747974,0.0580728346568737,0.152474487164976,0.271361098149863,0.0148786904484179,-0.0936730775755257,-0.0215008015143511,-0.0334208217569409,0.129332814081599,-0.0954860943210799,0.215965766058869
"7",-0.493692851280328,0.00189890017987908,0.00863653484611251,0.714108051642327,-0.000885416560271016,0.715243724819977,2.72101720493196,-0.36215232694754,-1.6053466503495,0.326732866605541,0.0559452560456578,0.173914562349018,-0.489871311908918,-0.445009163823714,-0.510612682148985,-0.180295550851679,0.170046239615832,0.00296637746494679,-0.356838420386711,0.217903519921795,0.161622608534224,0.163937818735529,0.0604407496305156,-0.207183852999964,-0.0947212514822933,0.0349856383195167,-0.159373500137848,-0.0050295540902384,0.169898090735364,-0.312166568368533,0.0514179091393262,0.145156662460812,-0.213145742270854,0.400825436370119,-0.00106366140316117,-0.146016309850836,-0.0423137007834301,0.0610809831179207,-0.172892790483572,-0.123480273726456,0.0101667687258598,-0.064839277480748,0.0770806696763517,-0.0812928467604759,0.18922815871472
"8",-0.704040512731803,0.00423295033056812,0.0492309179094175,0.726276494349021,-0.00294098659391048,0.463714317773198,2.2104890246226,0.232553317605644,-1.2411616310425,0.152490882418669,0.551857130723942,0.0870923965713204,-0.492433832967218,-0.379386864365672,-0.677716443651716,0.0420704909426186,-0.0230534750665481,0.0470282865934805,-0.0818253701034933,0.0383210657082296,0.121688056776959,-0.200927330396765,0.000129670577461711,-0.0341982190299149,0.0359506001251632,0.0603269109609515,-0.123499143540117,0.00754892521912729,-0.137897875591056,0.0088405606347784,0.0655786037282523,0.120572437677248,0.14923141879678,0.141717096260052,-0.0604499527443965,-0.0360062526303309,-0.122814265852223,-0.0498543879501441,-0.0407749881960717,-0.0638592349643096,0.0722621379524103,0.0551778021533905,-0.0183918088852752,-0.202340682350737,0.15395813225971
"9",-0.526062598527462,-0.000813445243249765,0.0376751937715794,0.822043043022317,-0.0029375923727346,0.40504455902833,2.90245458238646,-0.46418827650679,-1.92675081331018,0.873006923483033,0.294896259017058,0.115226999781026,-0.43786510117473,-0.304183872960644,-0.527608870644258,0.0497495832219377,-0.135207137417842,0.0903807971594135,0.0206138918184451,0.116577687275388,-0.0555334845896821,0.116769193813492,-0.126283835473307,-0.0122416329016991,0.271614562036247,-0.091135422824094,-0.0292568919318673,0.106029284533272,-0.0574972040550878,-0.0785088309691396,0.113197568723347,0.0712067849033258,0.00238727452600955,0.0778697300338275,-0.0712507747339534,-0.0171498025241467,-0.0816590831855092,0.0701516230543816,-0.078092018097892,-0.293703463068601,-0.0249191296222323,0.00957715837673863,0.0555804331986739,0.00203791105111707,0.0368689658891311
"10",0.482803806013953,-0.0000769912519163122,0.0459853798001623,0.855094894977714,-0.000832326195691703,0.15722906102611,3.00419683896487,-0.499580856882624,-1.67576395629279,0.398420140819815,0.535551344800158,0.142662519043538,-0.368760650729888,-0.26428116010912,-0.605954958798212,-0.0227801734513133,-0.00180388940867231,0.243976096711551,-0.0731338044051934,0.119328963275944,0.105384025810215,0.144499441311761,-0.0875927725416037,0.203818079702373,0.015854681221516,-0.252853326013818,0.0525966115274173,0.0127240042927974,-0.0813548715984081,0.0241520685402041,0.170330241117947,0.0891904711812665,-0.0758146445837129,0.0780232417310678,-0.00333621911066644,0.0720721694241394,-0.306265885397103,-0.00879957182501057,0.11576846482352,-0.401550194026559,-0.166194570678867,-0.162761462694957,-0.137331004007149,-0.114928010572522,0.240086774539071
